English.name	Scientific.name	sheet	choice	cellcontent	value
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	1a_Soilcharacteristics	Loamy.sand	"""+- MCNUT), + (wijs)"""	5
European hornbeam	Carpinus betulus L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Chestnut - Sweet chestnut	Castanea sativa	1a_Soilcharacteristics	Loamy.sand	"""(+) (MCNUT), + (wijs)"""	6.5
Atlas cedar	Cedrus atlantica (Endl.) Carr	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Cornelian cherry	Cornus mas L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Dogwood	Cornus sanguinea  L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Common hazel	Corylus avellana L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Turkish hazel	Corylus colurna	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Hawthorn	Crataegus monogyna, Crataegus laevigata	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Quince	Cydonia oblonga	1a_Soilcharacteristics	Loamy.sand	"""++ (MCFG), + (wijs)"""	6.5
European spindle	Euonymus europaeus L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
European beech	Fagus sylvatica L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
European ash	Fraxinus excelsior L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Sea buckthorn	Hippophae rhamnoides	1a_Soilcharacteristics	Loamy.sand	"""+ (SVD)"""	6
Holly	Ilex aquifolium L.	1a_Soilcharacteristics	Loamy.sand	"""+ (MCNUT)"""	6
Walnut - Black walnut	Juglans nigra	1a_Soilcharacteristics	Loamy.sand	"""+ (MCNUT, wijs)"""	6
Walnut - Common walnut	Juglans regia	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Walnut - Hybrid walnut	Juglans x intermedia	1a_Soilcharacteristics	Loamy.sand	"""+ (Wal)"""	6
Tulip tree	Liriodendron tulipifera	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Wild apple	Malus sylvestris	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Medlar	Mespilus spp.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Mulberry	Morus spp.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Pine - Scots pine	Pinus sylvestris L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Pine - Austrian pine	Pinus nigra Arn.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Poplar - White poplar	Populus alba	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	1a_Soilcharacteristics	Loamy.sand	"""++ (SVD)"""	7
Poplar - Black poplar	Populus nigra L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Poplar - Aspen	Populus tremula L.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Bird cherry	Prunus padus L. 	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Blackthorn	Prunus spinosa L.	1a_Soilcharacteristics	Loamy.sand	"""+(IBB)"""	6
Wild cherry	Prunus avium	1a_Soilcharacteristics	Loamy.sand	"""++(SVD)"""	7
Bush cherry	Prunus x fruticans	1a_Soilcharacteristics	Loamy.sand	"""+(IBB)"""	6
Common pear	Pyrus communis	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Oak - Sessile oak	Quercus petraea Lieblein	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Oak - English oak	Quercus robur L.	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Black locust	Robinia pseudoacacia	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Buckthorn	Rhamnus cathartica L.	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Alder buckthorn	Rhamnus frangula L.	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Willow - White willow	Salix alba	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Willow - Goat willow	Salix caprea	1a_Soilcharacteristics	Loamy.sand	"""++(SVD)"""	7
Elder	Sambucus nigra L.	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Red elder	Sambucus racemosa L.	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Whitebeam	Sorbus aria	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Rowan	Sorbus aucuparia L.	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Service tree	Sorbus domestica	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Swedish whitebeam	Sorbus intermedia	1a_Soilcharacteristics	Loamy.sand	"""++(SVD)"""	7
Wild service tree	Sorbus torminalis	1a_Soilcharacteristics	Loamy.sand	"""+ (wijs)"""	6
Western red cedar	Thuja plicata  Donn ex D. Don	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Lime - Small-leaved lime	Tilia cordata Mill.	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Lime - Large-leaved lime	Tilia platyphyllos Scop.	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Lime - Common lime	Tilia x europaea L.	1a_Soilcharacteristics	Loamy.sand	"""++(FE)"""	7
Elm - Wych elm	Ulmus glabra Huds.	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Elm - European white elm	Ulmus laevis Pallas.	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Elm - Field elm	Ulmus minor Mill.	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Elm spp.	Ulmus spp.	1a_Soilcharacteristics	Loamy.sand	"""++(FTA)"""	7
Wayfaring tree	Viburnum lantana	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Guelder rose	Viburnum opulus L.	1a_Soilcharacteristics	Loamy.sand	"""++(IBB)"""	7
Maple - Field maple	Acer campestre L.	1a_Soilcharacteristics	Sand	"""- (wijs)"""	2
Maple - Norway maple	Acer platanoides	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Maple - Common maple	Acer pseudoplatanus L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Chestnut - Horse chestnut	Aesculus hippocastanum	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Alder - Grey alder	Alnus incana	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Alder - Italian alder	Alnus cordata	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Birch - Silver birch	Betula pendula Roth.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Birch - Downy birch	Betula pubescens Ehrh.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	1a_Soilcharacteristics	Sand	"""+- MCNUT), + (wijs)"""	5
European hornbeam	Carpinus betulus L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Chestnut - Sweet chestnut	Castanea sativa	1a_Soilcharacteristics	Sand	"""(+) (MCNUT), + (wijs)"""	6.5
Atlas cedar	Cedrus atlantica (Endl.) Carr	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Cornelian cherry	Cornus mas L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Dogwood	Cornus sanguinea  L.	1a_Soilcharacteristics	Sand	"""- (wijs)"""	2
Common hazel	Corylus avellana L.	1a_Soilcharacteristics	Sand	"""- (wijs)"""	2
Turkish hazel	Corylus colurna	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Hawthorn	Crataegus monogyna, Crataegus laevigata	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Quince	Cydonia oblonga	1a_Soilcharacteristics	Sand	"""++ (MCFG), + (wijs)"""	6.5
European spindle	Euonymus europaeus L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
European beech	Fagus sylvatica L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
European ash	Fraxinus excelsior L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Sea buckthorn	Hippophae rhamnoides	1a_Soilcharacteristics	Sand	"""+ (SVD)"""	6
Holly	Ilex aquifolium L.	1a_Soilcharacteristics	Sand	"""+ (FTA)"""	6
Walnut - Black walnut	Juglans nigra	1a_Soilcharacteristics	Sand	"""- (MCNUT), + (wijs)"""	4
Walnut - Common walnut	Juglans regia	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Walnut - Hybrid walnut	Juglans x intermedia	1a_Soilcharacteristics	Sand	""" +- (Wal)"""	4
Tulip tree	Liriodendron tulipifera	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Wild apple	Malus sylvestris	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Medlar	Mespilus spp.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Mulberry	Morus spp.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Pine - Scots pine	Pinus sylvestris L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Pine - Austrian pine	Pinus nigra Arn.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Poplar - White poplar	Populus alba	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	1a_Soilcharacteristics	Sand	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	1a_Soilcharacteristics	Sand	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	1a_Soilcharacteristics	Sand	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	1a_Soilcharacteristics	Sand	"""(-) (SVD)"""	3
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	1a_Soilcharacteristics	Sand	"""- (SVD)"""	2
Poplar - Black poplar	Populus nigra L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Poplar - Aspen	Populus tremula L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Bird cherry	Prunus padus L. 	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Blackthorn	Prunus spinosa L.	1a_Soilcharacteristics	Sand	"""-(IBB)"""	2
Wild cherry	Prunus avium	1a_Soilcharacteristics	Sand	"""-(SVD)"""	2
Bush cherry	Prunus x fruticans	1a_Soilcharacteristics	Sand	"""-(IBB)"""	2
Common pear	Pyrus communis	1a_Soilcharacteristics	Sand	"""-(FE)"""	2
Oak - Sessile oak	Quercus petraea Lieblein	1a_Soilcharacteristics	Sand	"""++(FE)"""	7
Oak - English oak	Quercus robur L.	1a_Soilcharacteristics	Sand	"""++(FE)"""	7
Black locust	Robinia pseudoacacia	1a_Soilcharacteristics	Sand	"""++(FE)"""	7
Buckthorn	Rhamnus cathartica L.	1a_Soilcharacteristics	Sand	"""-(IBB)"""	2
Alder buckthorn	Rhamnus frangula L.	1a_Soilcharacteristics	Sand	"""-(IBB)"""	2
Willow - White willow	Salix alba	1a_Soilcharacteristics	Sand	"""++(FE)"""	7
Willow - Goat willow	Salix caprea	1a_Soilcharacteristics	Sand	"""(-)(SVD)"""	3
Elder	Sambucus nigra L.	1a_Soilcharacteristics	Sand	"""++(IBB)"""	7
Red elder	Sambucus racemosa L.	1a_Soilcharacteristics	Sand	"""++(IBB)"""	7
Whitebeam	Sorbus aria	1a_Soilcharacteristics	Sand	"""(+)(FTA)"""	7
Rowan	Sorbus aucuparia L.	1a_Soilcharacteristics	Sand	"""++(FE)"""	7
Service tree	Sorbus domestica	1a_Soilcharacteristics	Sand	"""-(FTA)"""	2
Swedish whitebeam	Sorbus intermedia	1a_Soilcharacteristics	Sand	"""++(SVD)"""	7
Wild service tree	Sorbus torminalis	1a_Soilcharacteristics	Sand	"""- (wijs)"""	2
Western red cedar	Thuja plicata  Donn ex D. Don	1a_Soilcharacteristics	Sand	"""-(FE)"""	2
Lime - Small-leaved lime	Tilia cordata Mill.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Lime - Large-leaved lime	Tilia platyphyllos Scop.	1a_Soilcharacteristics	Sand	"""-(FE)"""	2
Lime - Common lime	Tilia x europaea L.	1a_Soilcharacteristics	Sand	"""+ (wijs)"""	6
Elm - Wych elm	Ulmus glabra Huds.	1a_Soilcharacteristics	Sand	"""(+)(FTA)"""	7
Elm - European white elm	Ulmus laevis Pallas.	1a_Soilcharacteristics	Sand	"""(+)(FTA)"""	7
Elm - Field elm	Ulmus minor Mill.	1a_Soilcharacteristics	Sand	"""(+)(FTA)"""	7
Elm spp.	Ulmus spp.	1a_Soilcharacteristics	Sand	"""(+)(FTA)"""	7
Wayfaring tree	Viburnum lantana	1a_Soilcharacteristics	Sand	"""-(IBB)"""	2
Guelder rose	Viburnum opulus L.	1a_Soilcharacteristics	Sand	"""+(IBB)"""	6
Maple - Field maple	Acer campestre L.	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Maple - Norway maple	Acer platanoides	1a_Soilcharacteristics	Wet	"""(-) (FE)"""	3
Maple - Common maple	Acer pseudoplatanus L.	1a_Soilcharacteristics	Wet	"""-- (FE)"""	1
Chestnut - Horse chestnut	Aesculus hippocastanum	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	1a_Soilcharacteristics	Wet	"""++ (FE,wijs)"""	7
Alder - Grey alder	Alnus incana	1a_Soilcharacteristics	Wet	"""+ (FTA)"""	6
Alder - Italian alder	Alnus cordata	1a_Soilcharacteristics	Wet	""" (+) (FTA)"""	7
Birch - Silver birch	Betula pendula Roth.	1a_Soilcharacteristics	Wet	"""+ (FE)"""	6
Birch - Downy birch	Betula pubescens Ehrh.	1a_Soilcharacteristics	Wet	"""++ (FE)"""	7
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	1a_Soilcharacteristics	Wet	"""-(FE)"""	2
European hornbeam	Carpinus betulus L.	1a_Soilcharacteristics	Wet	"""- (FE,wijs)"""	2
Chestnut - Sweet chestnut	Castanea sativa	1a_Soilcharacteristics	Wet	"""-- (FE,wijs)"""	1
Atlas cedar	Cedrus atlantica (Endl.) Carr	1a_Soilcharacteristics	Wet	"""-- (FE)"""	1
Cornelian cherry	Cornus mas L.	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Dogwood	Cornus sanguinea  L.	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Common hazel	Corylus avellana L.	1a_Soilcharacteristics	Wet	"""(+) (PVB), - (wijs)"""	4.5
Turkish hazel	Corylus colurna	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Hawthorn	Crataegus monogyna, Crataegus laevigata	1a_Soilcharacteristics	Wet	"""(-) (FTA)"""	3
Quince	Cydonia oblonga	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
European spindle	Euonymus europaeus L.	1a_Soilcharacteristics	Wet	"""+ (wijs)"""	6
European beech	Fagus sylvatica L.	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
European ash	Fraxinus excelsior L.	1a_Soilcharacteristics	Wet	"""+ (wijs)"""	6
Sea buckthorn	Hippophae rhamnoides	1a_Soilcharacteristics	Wet	"""+ (SVD)"""	6
Holly	Ilex aquifolium L.	1a_Soilcharacteristics	Wet	"""-(SVD)"""	2
Walnut - Black walnut	Juglans nigra	1a_Soilcharacteristics	Wet	"""-- (MCNUT, - (wijs)"""	1.5
Walnut - Common walnut	Juglans regia	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Walnut - Hybrid walnut	Juglans x intermedia	1a_Soilcharacteristics	Wet	"""-- (Wal)"""	1
Tulip tree	Liriodendron tulipifera	1a_Soilcharacteristics	Wet	"""-(FE)"""	2
Wild apple	Malus sylvestris	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Medlar	Mespilus spp.	1a_Soilcharacteristics	Wet	"""(-) (wijs)"""	3
Mulberry	Morus spp.	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Pine - Scots pine	Pinus sylvestris L.	1a_Soilcharacteristics	Wet	"""+(FE)"""	6
Pine - Austrian pine	Pinus nigra Arn.	1a_Soilcharacteristics	Wet	"""-(FE)"""	2
Poplar - White poplar	Populus alba	1a_Soilcharacteristics	Wet	"""+(FTA)"""	6
"Poplar - Hybrid poplar \Marilandica\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Serotina\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Robusta\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar\Regenerata\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Blauwe van Eksaarde\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Muur\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Vesten\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""+ (SVD)"""	6
"Poplar - Hybrid poplar \Oudenberg\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Grimminge\"""""	Populus interamericana	1a_Soilcharacteristics	Wet	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Bakan\"""""	Populus asiamericana	1a_Soilcharacteristics	Wet	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Skado\"""""	Populus asiamericana	1a_Soilcharacteristics	Wet	"""-- (SVD)"""	1
"Poplar - Hybrid poplar \Dender\"""""	Populus asiamericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Marke\"""""	Populus asiamericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
"Poplar - Hybrid poplar \Remus\"""""	Populus euramericana	1a_Soilcharacteristics	Wet	"""- (SVD)"""	2
Poplar - Black poplar	Populus nigra L.	1a_Soilcharacteristics	Wet	"""+(FTA)"""	6
Poplar - Aspen	Populus tremula L.	1a_Soilcharacteristics	Wet	"""++(FE)"""	7
Poplar - Grey poplar	Populus x canescens (Ait.) Smith.	1a_Soilcharacteristics	Wet	"""+ (wijs)"""	6
Bird cherry	Prunus padus L. 	1a_Soilcharacteristics	Wet	"""(+) (SVD)"""	7
Blackthorn	Prunus spinosa L.	1a_Soilcharacteristics	Wet	"""+(IBB)"""	6
Wild cherry	Prunus avium	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Bush cherry	Prunus x fruticans	1a_Soilcharacteristics	Wet	"""+(IBB)"""	6
Common pear	Pyrus communis	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Oak - Sessile oak	Quercus petraea Lieblein	1a_Soilcharacteristics	Wet	"""+(FE)"""	6
Oak - English oak	Quercus robur L.	1a_Soilcharacteristics	Wet	"""++(FE)"""	7
Black locust	Robinia pseudoacacia	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Buckthorn	Rhamnus cathartica L.	1a_Soilcharacteristics	Wet	"""++(IBB)"""	7
Alder buckthorn	Rhamnus frangula L.	1a_Soilcharacteristics	Wet	"""+(IBB)"""	6
Willow - White willow	Salix alba	1a_Soilcharacteristics	Wet	"""++(FE)"""	7
Willow - Goat willow	Salix caprea	1a_Soilcharacteristics	Wet	"""+ (wijs)"""	6
Elder	Sambucus nigra L.	1a_Soilcharacteristics	Wet	"""++(IBB)"""	7
Red elder	Sambucus racemosa L.	1a_Soilcharacteristics	Wet	"""++(IBB)"""	7
Whitebeam	Sorbus aria	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Rowan	Sorbus aucuparia L.	1a_Soilcharacteristics	Wet	"""+(FE)"""	6
Service tree	Sorbus domestica	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Swedish whitebeam	Sorbus intermedia	1a_Soilcharacteristics	Wet	"""- (wijs)"""	2
Wild service tree	Sorbus torminalis	1a_Soilcharacteristics	Wet	"""- (wijs,FE)"""	2
Western red cedar	Thuja plicata  Donn ex D. Don	1a_Soilcharacteristics	Wet	"""++(FE)"""	7
Lime - Small-leaved lime	Tilia cordata Mill.	1a_Soilcharacteristics	Wet	"""-(FE)"""	2
Lime - Large-leaved lime	Tilia platyphyllos Scop.	1a_Soilcharacteristics	Wet	"""--(FE)"""	1
Lime - Common lime	Tilia x europaea L.	1a_Soilcharacteristics	Wet	"""-(FE)"""	2
Elm - Wych elm	Ulmus glabra Huds.	1a_Soilcharacteristics	Wet	"""+(FTA)"""	6
Elm - European white elm	Ulmus laevis Pallas.	1a_Soilcharacteristics	Wet	"""++(FTA)"""	7
Elm - Field elm	Ulmus minor Mill.	1a_Soilcharacteristics	Wet	"""++(FTA)"""	7
Elm spp.	Ulmus spp.	1a_Soilcharacteristics	Wet	"""++(FTA)"""	7
Wayfaring tree	Viburnum lantana	1a_Soilcharacteristics	Wet	"""-(IBB)"""	2
Guelder rose	Viburnum opulus L.	1a_Soilcharacteristics	Wet	"""++(IBB)"""	7
Maple - Field maple	Acer campestre L.	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Maple - Norway maple	Acer platanoides	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Maple - Common maple	Acer pseudoplatanus L.	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Chestnut - Horse chestnut	Aesculus hippocastanum	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Alder - Common alder	Alnus glutinosa (L.) Gaertn.	1a_Soilcharacteristics	Moist	"""++ (FE,MCFG, wijs)"""	7
Alder - Grey alder	Alnus incana	1a_Soilcharacteristics	Moist	"""++ (FTA)"""	7
Alder - Italian alder	Alnus cordata	1a_Soilcharacteristics	Moist	"""++ (FTA)"""	7
Birch - Silver birch	Betula pendula Roth.	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Birch - Downy birch	Betula pubescens Ehrh.	1a_Soilcharacteristics	Moist	"""++ (wijs)"""	7
White, Pignut, and Bitternut Hickory, among others	Carya alba, glabra en cordiformisen andere spp.	1a_Soilcharacteristics	Moist	"""++(FE)"""	7
European hornbeam	Carpinus betulus L.	1a_Soilcharacteristics	Moist	"""++ (FE,wijs)"""	7
Chestnut - Sweet chestnut	Castanea sativa	1a_Soilcharacteristics	Moist	"""++ (FE,wijs)"""	7
Atlas cedar	Cedrus atlantica (Endl.) Carr	1a_Soilcharacteristics	Moist	"""+ (wijs)"""	6
Cornelian cherry	Cornus mas L.	1a_Soilcharacteristics	Moist	"""+ (wijs)"""	6
Dogwood	Cornus sanguinea  L.	1a_Soilcharacteristics	Moist	"""++ (wijs)"""	7
Common hazel	Corylus avellana L.	1a_Soilcharacteristics	Moist	"""++ (PVB), (+) (MCNUT), + (wijs)"""	6.666666667
Turkish hazel	Corylus colurna	1a_Soilcharacteristics	Moist	"""(+) (MCNUT, wijs)"""	7
Hawthorn	Crataegus monogyna, Crataegus laevigata	1a_Soilcharacteristics	Moist	"""++ (FTA)"""	7
Quince	Cydonia oblonga	1a_Soilcharacteristics	Moist	"""++ (SVD)"""	7
European spindle	Euonymus europaeus L.	1a_Soilcharacteristics	Moist	"""++ (SVD)"""	7
European beech	Fagus sylvatica L.	1a_Soilcharacteristics	Moist	"""++ (wijs)"""	7
European ash	Fraxinus excelsior L.	1a_Soilcharacteristics	Moist	"""++ (FE)"""	7
Sea buckthorn	Hippophae rhamnoides	1a_Soilcharacteristics	Moist	"""++ (tuin)"""	7
Holly	Ilex aquifolium L.	1a_Soilcharacteristics	Moist	"""+ (tuin)"""	6
Walnut - Black walnut	Juglans nigra	1a_Soilcharacteristics	Moist	"""+(FE)"""	6
Walnut - Common walnut	Juglans regia	1a_Soilcharacteristics	Moist	"""+ (wijs)"""	6
Walnut - Hybrid walnut	Juglans x intermedia	1a_Soilcharacteristics	Moist	"""+ (FE)"""	6
Tulip tree	Liriodendron tulipifera	1a_Soilcharacteristics	Moist	"""++(FE)"""	7
